facility_id,location,facility_type,cleanliness_score,odor_score,waste_level,water_availability,footfall,complaints,inspection_date,hours_since_cleaning,hygiene_risk
F0800,Sadar,Office Washroom,4.9,7.1,36.7,Yes,54,1,2026-07-23,22.7,Medium
F0801,Wardha Road,Office Washroom,6.2,3.9,48.1,Yes,721,5,2026-02-13,4.7,Medium
F0802,Civil Lines,Office Washroom,4.8,3.4,73.3,Yes,30,6,2026-03-13,0.5,Medium
F0803,Wardha Road,Transit Washroom,5.3,7.7,33.8,Yes,430,3,2026-06-03,1.9,Medium
F0804,Hingna,Office Washroom,7.8,5.5,35.4,No,739,10,2026-07-20,3.0,High
F0805,Dharampeth,Mall Washroom,7.1,3.8,26.1,Yes,593,3,2026-03-29,24.5,Medium
F0806,Manish Nagar,Office Washroom,5.2,5.5,54.0,Yes,288,5,2026-07-17,0.5,Medium
F0807,Dharampeth,Office Washroom,6.7,6.2,46.1,Yes,462,5,2026-03-22,1.4,Medium
F0808,Manish Nagar,School Washroom,4.9,4.7,54.3,Yes,853,5,2026-04-16,1.0,Medium
F0809,Nagpur Central,Office Washroom,7.6,1.7,43.5,Yes,671,3,2026-04-14,1.7,Low
F0810,Mihan,School Washroom,4.3,4.4,72.0,Yes,433,7,2026-09-09,6.3,High
F0811,Hingna,Office Washroom,3.6,6.4,62.8,Yes,871,7,2026-03-31,9.0,High
F0812,Hingna,Mall Washroom,4.8,7.0,76.3,Yes,188,7,2026-02-18,9.0,High
F0813,Mihan,School Washroom,7.7,3.0,40.4,Yes,302,5,2026-04-22,2.6,Low
F0814,Hingna,School Washroom,4.9,7.7,57.1,No,521,9,2026-06-16,10.9,High
F0815,Sadar,School Washroom,7.1,4.7,41.2,Yes,444,2,2026-07-24,8.4,Medium
F0816,Dharampeth,Public Washroom,6.8,5.2,43.3,Yes,644,6,2026-08-25,4.7,Medium
F0817,Sitabuldi,Hospital Washroom,5.0,5.7,64.3,Yes,392,6,2026-02-21,13.8,High
F0818,Wardha Road,Office Washroom,6.7,5.8,57.9,Yes,414,4,2026-08-14,2.4,Medium
F0819,Hingna,Mall Washroom,6.5,4.8,39.1,Yes,293,5,2026-02-22,13.6,Medium
F0820,Sadar,Office Washroom,3.9,6.9,71.2,Yes,482,4,2026-07-11,19.8,High
F0821,Sitabuldi,Public Washroom,8.1,3.6,41.8,Yes,416,3,2026-03-27,8.3,Low
F0822,Hingna,Public Washroom,10.0,1.0,15.4,Yes,298,0,2026-07-22,1.7,Low
F0823,Civil Lines,Hospital Washroom,6.5,5.1,42.4,Yes,464,4,2026-05-23,0.5,Medium
F0824,Manish Nagar,Public Washroom,7.7,5.9,40.6,Yes,458,2,2026-03-29,34.9,Medium
F0825,Mihan,Public Washroom,2.1,6.7,76.1,No,117,9,2026-06-12,8.9,High
F0826,Sadar,Public Washroom,8.7,1.4,40.2,Yes,197,3,2026-01-07,2.0,Low
F0827,Sadar,Office Washroom,3.4,5.8,63.1,Yes,765,8,2026-06-01,7.3,High
F0828,Sitabuldi,Hospital Washroom,7.1,2.6,52.2,Yes,328,0,2026-06-18,4.4,Low
F0829,Wardha Road,Office Washroom,5.0,8.1,81.0,Yes,525,7,2026-06-19,12.6,High
F0830,Civil Lines,School Washroom,5.0,6.1,61.5,No,824,9,2026-04-24,8.9,High
F0831,Sitabuldi,Public Washroom,5.2,5.7,51.7,Yes,371,10,2026-04-15,23.0,High
F0832,Manish Nagar,Office Washroom,8.3,3.5,43.0,Yes,504,5,2026-08-28,4.2,Low
F0833,Dharampeth,Hospital Washroom,6.1,3.9,51.8,Yes,579,4,2026-09-04,4.5,Medium
F0834,Nagpur Central,School Washroom,5.3,5.1,59.4,Yes,71,5,2026-09-04,10.7,Medium
F0835,Mihan,Hospital Washroom,5.7,5.5,60.5,Yes,326,6,2026-06-06,6.0,Medium
F0836,Nagpur Central,Public Washroom,8.1,1.6,42.6,Yes,591,4,2026-04-08,1.3,Low
F0837,Civil Lines,Public Washroom,8.4,1.0,16.4,Yes,589,2,2026-06-07,3.8,Low
F0838,Manish Nagar,Mall Washroom,4.5,6.2,63.6,No,217,10,2026-08-12,1.6,High
F0839,Nagpur Central,Hospital Washroom,4.7,8.0,50.8,Yes,271,5,2026-09-02,3.7,High
F0840,Manish Nagar,Office Washroom,7.1,2.6,22.7,Yes,325,2,2026-03-17,4.6,Low
F0841,Kamptee Road,Office Washroom,2.7,6.4,78.9,Yes,400,9,2026-02-11,7.8,High
F0842,Civil Lines,Hospital Washroom,5.4,6.2,47.5,Yes,337,3,2026-07-15,5.7,Medium
F0843,Sadar,Mall Washroom,6.1,2.7,72.2,Yes,226,5,2026-05-18,6.4,Medium
F0844,Kamptee Road,School Washroom,3.1,7.0,81.3,No,435,10,2026-08-02,0.5,High
F0845,Civil Lines,Office Washroom,4.7,4.6,66.2,Yes,617,7,2026-08-19,1.7,High
F0846,Mihan,Mall Washroom,10.0,1.2,16.5,Yes,439,0,2026-07-29,17.4,Low
F0847,Mihan,School Washroom,7.2,3.5,33.5,Yes,362,3,2026-05-01,1.0,Low
F0848,Dharampeth,Office Washroom,6.6,4.1,36.9,Yes,430,4,2026-01-22,6.6,Medium
F0849,Wardha Road,Hospital Washroom,6.2,4.8,13.3,Yes,39,2,2026-08-08,20.2,Medium
F0850,Wardha Road,Hospital Washroom,6.7,3.8,30.0,Yes,443,5,2026-01-30,3.8,Medium
F0851,Sadar,Hospital Washroom,6.5,4.4,53.3,Yes,267,5,2026-05-24,19.4,Medium
F0852,Nagpur Central,Mall Washroom,6.6,2.5,48.9,Yes,108,3,2026-06-14,0.5,Low
F0853,Wardha Road,School Washroom,6.0,5.3,52.4,Yes,247,3,2026-02-11,7.0,Medium
F0854,Manish Nagar,Transit Washroom,7.9,6.0,18.4,Yes,244,1,2026-07-17,0.8,Low
F0855,Kamptee Road,School Washroom,6.8,4.9,22.7,Yes,393,5,2026-06-04,5.3,Medium
F0856,Dharampeth,School Washroom,8.8,2.9,36.0,Yes,344,1,2026-02-15,1.8,Low
F0857,Sitabuldi,Transit Washroom,6.9,4.1,51.1,Yes,345,3,2026-03-05,2.5,Medium
F0858,Wardha Road,School Washroom,3.6,6.4,57.5,Yes,352,7,2026-02-03,6.4,High
F0859,Dharampeth,Hospital Washroom,9.0,1.0,17.8,Yes,113,0,2026-05-13,25.4,Low
F0860,Sitabuldi,Hospital Washroom,6.9,4.6,43.1,Yes,765,3,2026-07-08,0.9,Medium
F0861,Sitabuldi,Transit Washroom,8.8,1.7,27.8,Yes,430,3,2026-07-06,14.1,Low
F0862,Sadar,School Washroom,6.2,3.9,30.2,Yes,859,5,2026-06-01,2.8,Medium
F0863,Dharampeth,Hospital Washroom,5.9,4.4,44.1,Yes,786,6,2026-09-15,13.2,Medium
F0864,Nagpur Central,Hospital Washroom,6.8,6.2,40.4,Yes,552,3,2026-07-12,9.1,Medium
F0865,Hingna,Hospital Washroom,8.1,4.6,48.0,Yes,20,5,2026-09-07,10.0,Medium
F0866,Wardha Road,School Washroom,4.9,8.0,55.9,Yes,706,6,2026-08-31,3.1,High
F0867,Manish Nagar,School Washroom,4.6,7.4,56.1,Yes,762,6,2026-01-28,14.5,High
F0868,Nagpur Central,Hospital Washroom,7.0,3.0,23.8,Yes,20,3,2026-04-11,1.8,Low
F0869,Dharampeth,Hospital Washroom,6.0,3.3,29.8,Yes,20,1,2026-01-29,22.5,Medium
F0870,Hingna,Office Washroom,8.0,3.8,28.6,Yes,746,3,2026-03-18,6.7,Low
F0871,Mihan,Mall Washroom,7.8,3.4,10.5,No,453,4,2026-02-15,7.9,Medium
F0872,Nagpur Central,Transit Washroom,8.5,1.1,38.9,Yes,539,2,2026-04-26,1.0,Low
F0873,Manish Nagar,Transit Washroom,4.2,6.0,60.8,Yes,789,4,2026-08-11,1.5,High
F0874,Hingna,Transit Washroom,6.7,5.1,50.5,Yes,607,3,2026-01-11,3.9,Medium
F0875,Dharampeth,Office Washroom,7.8,1.1,26.8,Yes,414,3,2026-04-17,5.8,Low
F0876,Sitabuldi,Public Washroom,3.9,8.4,50.4,Yes,249,7,2026-04-16,0.5,High
F0877,Sadar,Hospital Washroom,3.0,7.0,100.0,Yes,564,6,2026-01-01,3.4,High
F0878,Wardha Road,Transit Washroom,5.9,8.1,58.6,No,356,10,2026-09-09,1.1,High
F0879,Manish Nagar,Office Washroom,10.0,1.0,0.0,Yes,267,1,2026-03-14,8.1,Low
F0880,Kamptee Road,Hospital Washroom,6.5,6.2,38.5,Yes,356,5,2026-02-08,7.3,Medium
F0881,Dharampeth,Mall Washroom,6.2,6.7,54.2,No,637,9,2026-04-15,8.5,High
F0882,Hingna,Office Washroom,6.0,4.5,2.4,Yes,504,5,2026-03-25,8.0,Medium
F0883,Dharampeth,Hospital Washroom,5.0,8.1,30.8,Yes,821,4,2026-07-28,2.4,Medium
F0884,Dharampeth,School Washroom,5.8,4.4,39.5,Yes,365,7,2026-01-06,1.9,Medium
F0885,Dharampeth,Transit Washroom,7.7,3.2,56.0,Yes,315,5,2026-09-08,5.6,Medium
F0886,Hingna,Office Washroom,4.6,5.4,75.4,Yes,416,7,2026-06-12,0.5,High
F0887,Kamptee Road,Mall Washroom,4.6,8.2,77.5,Yes,375,6,2026-01-05,14.2,High
F0888,Sadar,Mall Washroom,6.5,4.9,49.5,Yes,423,4,2026-07-09,9.7,Medium
F0889,Manish Nagar,Mall Washroom,4.1,5.6,81.8,Yes,1018,7,2026-04-28,5.2,High
F0890,Dharampeth,Office Washroom,8.4,4.6,0.0,Yes,393,3,2026-05-03,0.6,Low
F0891,Mihan,School Washroom,5.7,5.1,43.5,Yes,923,8,2026-03-11,0.5,Medium
F0892,Hingna,Mall Washroom,5.5,1.0,47.9,No,357,5,2026-01-04,7.2,Medium
F0893,Civil Lines,School Washroom,4.7,6.0,80.3,No,418,11,2026-01-22,36.0,High
F0894,Kamptee Road,Hospital Washroom,5.4,7.5,48.8,No,274,8,2026-03-10,0.6,High
F0895,Manish Nagar,Hospital Washroom,8.3,2.3,17.5,Yes,576,2,2026-03-02,18.4,Low
F0896,Mihan,Transit Washroom,8.8,1.2,24.0,Yes,280,0,2026-01-19,19.2,Low
F0897,Wardha Road,Public Washroom,6.8,3.8,56.3,Yes,439,3,2026-07-25,0.9,Medium
F0898,Nagpur Central,Office Washroom,8.9,3.3,31.6,Yes,303,2,2026-09-07,1.0,Low
F0899,Mihan,Office Washroom,6.6,3.4,29.3,Yes,469,2,2026-08-13,16.7,Medium
F0900,Nagpur Central,Office Washroom,6.1,6.3,65.0,Yes,687,4,2026-05-26,0.9,Medium
F0901,Mihan,Transit Washroom,3.9,8.4,73.6,Yes,354,6,2026-08-04,4.9,High
F0902,Sitabuldi,Public Washroom,5.1,3.9,56.7,Yes,432,2,2026-07-19,3.8,Medium
F0903,Civil Lines,Mall Washroom,9.7,1.0,23.7,Yes,573,4,2026-08-08,8.7,Low
F0904,Sadar,Hospital Washroom,7.5,5.0,35.3,Yes,632,5,2026-04-06,7.2,Medium
F0905,Civil Lines,Office Washroom,6.8,1.6,51.3,Yes,424,3,2026-09-15,1.7,Low
F0906,Sadar,Office Washroom,6.4,8.9,99.6,Yes,496,9,2026-05-21,3.8,High
F0907,Hingna,School Washroom,4.0,7.8,69.8,Yes,468,6,2026-06-22,2.7,High
F0908,Sadar,Hospital Washroom,5.4,6.9,59.0,Yes,591,7,2026-08-03,21.5,High
F0909,Sitabuldi,Hospital Washroom,7.4,3.1,56.0,Yes,431,3,2026-08-09,2.5,Low
F0910,Wardha Road,Hospital Washroom,8.9,3.3,17.7,Yes,459,2,2026-03-08,6.0,Low
F0911,Sitabuldi,Mall Washroom,6.3,3.5,48.4,Yes,164,4,2026-02-24,7.9,Medium
F0912,Dharampeth,Public Washroom,8.2,2.8,21.1,Yes,703,2,2026-08-17,1.6,Low
F0913,Kamptee Road,Mall Washroom,8.9,1.5,16.9,Yes,666,2,2026-08-03,5.7,Low
F0914,Dharampeth,School Washroom,7.2,3.8,65.9,Yes,928,3,2026-08-18,16.9,Medium
F0915,Civil Lines,Public Washroom,8.2,3.4,43.3,Yes,321,2,2026-01-24,6.9,Low
F0916,Sitabuldi,School Washroom,5.5,6.1,31.8,Yes,162,6,2026-02-08,15.3,Medium
F0917,Kamptee Road,School Washroom,6.4,3.3,47.0,Yes,211,4,2026-01-05,1.5,Low
F0918,Sitabuldi,Office Washroom,7.5,1.4,34.0,Yes,540,2,2026-03-02,2.3,Low
F0919,Sadar,Transit Washroom,7.7,3.6,40.4,No,460,6,2026-05-08,19.7,High
F0920,Sitabuldi,School Washroom,9.7,2.7,28.2,Yes,621,2,2026-05-16,22.0,Low
F0921,Nagpur Central,Transit Washroom,7.7,2.7,52.2,Yes,401,3,2026-05-12,3.3,Low
F0922,Civil Lines,Transit Washroom,4.9,4.7,34.4,No,124,6,2026-05-12,8.7,High
F0923,Wardha Road,Office Washroom,7.0,5.4,34.7,Yes,562,3,2026-08-11,14.7,Medium
F0924,Sitabuldi,Mall Washroom,7.7,3.8,29.1,Yes,603,6,2026-09-09,1.6,Low
F0925,Hingna,Public Washroom,6.1,6.0,66.5,Yes,162,6,2026-08-21,1.6,Medium
F0926,Nagpur Central,Mall Washroom,8.0,2.9,22.5,Yes,530,3,2026-02-26,3.6,Low
F0927,Kamptee Road,Mall Washroom,7.3,3.4,37.7,No,257,6,2026-02-24,6.9,Medium
F0928,Manish Nagar,Hospital Washroom,6.1,6.0,22.2,Yes,668,6,2026-03-25,16.7,Medium
F0929,Kamptee Road,School Washroom,5.0,6.1,46.4,Yes,383,7,2026-02-22,0.5,Medium
F0930,Hingna,Mall Washroom,7.1,5.7,62.1,Yes,318,5,2026-04-26,8.0,Medium
F0931,Dharampeth,Hospital Washroom,9.0,1.0,27.5,Yes,517,3,2026-06-20,0.8,Low
F0932,Hingna,Office Washroom,5.9,7.7,34.3,No,320,7,2026-04-03,5.7,High
F0933,Dharampeth,Public Washroom,8.7,1.1,15.5,Yes,302,0,2026-05-16,2.4,Low
F0934,Dharampeth,Public Washroom,6.4,6.9,14.9,Yes,505,5,2026-09-02,4.4,Medium
F0935,Mihan,Mall Washroom,2.2,7.3,81.1,No,524,10,2026-08-06,1.5,High
F0936,Hingna,Transit Washroom,7.5,5.2,31.3,Yes,771,7,2026-07-16,19.1,Medium
F0937,Dharampeth,Office Washroom,4.1,6.9,39.7,Yes,347,4,2026-04-23,6.5,Medium
F0938,Nagpur Central,Hospital Washroom,7.6,2.8,40.8,Yes,268,4,2026-02-26,1.1,Low
F0939,Sadar,Office Washroom,4.0,8.9,67.4,Yes,311,3,2026-08-04,13.5,High
F0940,Hingna,Hospital Washroom,5.0,6.2,52.8,Yes,763,5,2026-01-14,3.6,Medium
F0941,Dharampeth,Public Washroom,7.2,4.0,23.3,Yes,307,3,2026-05-06,1.3,Low
F0942,Mihan,School Washroom,7.2,1.6,26.4,Yes,579,5,2026-06-03,10.3,Low
F0943,Kamptee Road,Office Washroom,6.0,3.6,46.6,Yes,401,3,2026-03-30,0.5,Medium
F0944,Manish Nagar,Mall Washroom,4.4,9.1,64.2,Yes,628,6,2026-09-14,13.3,High
F0945,Sadar,School Washroom,7.0,7.0,38.2,Yes,525,4,2026-01-29,22.6,Medium
F0946,Hingna,School Washroom,4.5,7.4,82.7,Yes,650,5,2026-06-10,4.7,High
F0947,Sadar,Hospital Washroom,8.1,4.9,23.5,Yes,314,0,2026-01-15,0.6,Low
F0948,Nagpur Central,Office Washroom,4.2,7.1,69.9,Yes,911,7,2026-04-14,1.6,High
F0949,Wardha Road,Hospital Washroom,5.8,8.7,33.2,Yes,317,4,2026-01-05,0.5,Medium
F0950,Wardha Road,School Washroom,10.0,2.5,7.8,Yes,270,2,2026-02-19,1.0,Low
F0951,Manish Nagar,Office Washroom,8.2,1.9,4.0,Yes,424,0,2026-01-20,11.9,Low
F0952,Sitabuldi,Transit Washroom,7.0,4.8,51.7,No,721,9,2026-03-14,16.2,High
F0953,Nagpur Central,Mall Washroom,3.3,7.5,53.5,Yes,20,5,2026-08-09,11.5,High
F0954,Dharampeth,Public Washroom,7.9,3.3,17.2,Yes,363,2,2026-09-12,1.2,Low
F0955,Sitabuldi,Public Washroom,8.8,4.3,0.0,Yes,260,3,2026-06-01,0.7,Low
F0956,Manish Nagar,School Washroom,7.3,3.5,49.4,Yes,592,6,2026-08-31,2.2,Medium
F0957,Mihan,Hospital Washroom,5.8,4.6,62.7,Yes,630,3,2026-03-08,14.7,Medium
F0958,Civil Lines,Mall Washroom,8.6,1.0,23.1,Yes,626,3,2026-01-22,4.5,Low
F0959,Sadar,School Washroom,9.5,2.3,10.9,Yes,161,0,2026-02-07,0.8,Low
F0960,Dharampeth,Office Washroom,8.1,4.3,14.3,Yes,163,2,2026-02-25,12.8,Low
F0961,Sadar,Mall Washroom,5.9,2.2,70.1,Yes,253,2,2026-09-06,3.0,Medium
F0962,Wardha Road,Transit Washroom,10.0,1.0,5.1,Yes,20,0,2026-04-20,1.2,Low
F0963,Hingna,Hospital Washroom,8.9,2.4,0.0,Yes,782,1,2026-01-12,4.2,Low
F0964,Hingna,Transit Washroom,6.5,4.5,52.2,Yes,416,5,2026-08-20,15.5,Medium
F0965,Wardha Road,School Washroom,7.3,6.4,38.2,No,496,8,2026-04-12,4.2,High
F0966,Nagpur Central,Transit Washroom,6.0,3.4,50.0,Yes,660,4,2026-07-19,18.3,Medium
F0967,Nagpur Central,Office Washroom,6.9,2.4,58.3,Yes,583,7,2026-06-12,2.9,Medium
F0968,Kamptee Road,Mall Washroom,6.0,7.4,28.2,Yes,272,7,2026-05-15,8.4,Medium
F0969,Hingna,Mall Washroom,8.5,2.5,29.1,Yes,330,3,2026-04-07,26.2,Low
F0970,Wardha Road,Hospital Washroom,7.2,3.0,34.8,Yes,116,6,2026-01-08,26.7,Medium
F0971,Kamptee Road,School Washroom,10.0,1.3,0.0,Yes,424,0,2026-06-30,7.9,Low
F0972,Kamptee Road,School Washroom,6.9,1.9,36.4,Yes,534,5,2026-03-25,1.5,Low
F0973,Dharampeth,Public Washroom,3.7,9.0,63.0,Yes,211,9,2026-02-14,7.3,High
F0974,Mihan,Transit Washroom,4.7,5.2,44.1,Yes,62,5,2026-02-21,19.7,Medium
F0975,Dharampeth,Hospital Washroom,6.0,4.8,44.4,Yes,652,4,2026-08-29,4.5,Medium
F0976,Wardha Road,Office Washroom,7.3,6.5,30.0,Yes,576,2,2026-01-04,10.1,Medium
F0977,Nagpur Central,Public Washroom,4.9,6.1,51.4,No,271,8,2026-08-01,18.0,High
F0978,Civil Lines,School Washroom,6.2,7.1,50.3,Yes,70,4,2026-03-29,2.9,Medium
F0979,Sitabuldi,School Washroom,6.7,7.8,48.8,Yes,726,5,2026-07-19,12.1,High
F0980,Manish Nagar,Transit Washroom,5.9,6.4,39.3,Yes,750,7,2026-07-20,5.3,Medium
F0981,Civil Lines,School Washroom,7.3,4.7,39.0,Yes,457,5,2026-02-10,11.0,Medium
F0982,Manish Nagar,Office Washroom,8.6,4.5,28.2,No,176,3,2026-04-24,1.5,Medium
F0983,Civil Lines,Public Washroom,5.0,5.8,61.6,Yes,50,4,2026-01-12,8.1,Medium
F0984,Mihan,Hospital Washroom,10.0,3.3,32.6,Yes,537,3,2026-02-09,1.5,Low
F0985,Hingna,Hospital Washroom,7.5,3.0,54.6,Yes,661,3,2026-08-03,5.0,Medium
F0986,Dharampeth,Hospital Washroom,5.5,4.5,41.1,Yes,286,7,2026-01-17,8.1,Medium
F0987,Kamptee Road,Public Washroom,8.6,2.3,11.3,Yes,248,2,2026-01-16,10.2,Low
F0988,Sadar,Public Washroom,5.8,3.0,47.1,Yes,118,6,2026-03-12,0.5,Medium
F0989,Hingna,Transit Washroom,5.8,2.1,48.0,No,680,6,2026-09-11,3.2,Medium
F0990,Dharampeth,Transit Washroom,5.9,7.9,38.4,Yes,566,8,2026-07-21,9.5,High
F0991,Wardha Road,Transit Washroom,7.1,2.2,42.9,Yes,558,1,2026-05-20,4.3,Low
F0992,Sitabuldi,Public Washroom,7.2,4.8,45.8,Yes,146,6,2026-08-19,12.8,Medium
F0993,Sitabuldi,Hospital Washroom,7.8,2.9,15.7,Yes,590,1,2026-02-28,22.5,Low
F0994,Dharampeth,Public Washroom,6.0,4.2,51.9,Yes,476,6,2026-06-10,1.2,Medium
F0995,Kamptee Road,Office Washroom,6.3,4.9,37.8,Yes,646,3,2026-04-19,17.2,Medium
